2398,0,"Zeit.de spricht von einer lautlos funktionierenden EU. Nennt man das Kopf in den Sand, oder hat jemand einen anderen Begriff.",,,,,,,,,,,,,
2399,0,"Etwa für all jene, die bei der letzten BW das Altparteiengeschmeiss wählten oder der Meinung sind, Deutschland allein könne durch das Abschlachten seiner marktführenden Schlüsselindustrien das Weltklima und damit den Globus retten?",,,,,,,,,,,,
2400,1,"Etwa für all jene, die bei der letzten BW das Altparteiengeschmeiss wählten oder der Meinung sind, Deutschland allein könne durch das Abschlachten seiner marktführenden Schlüsselindustrien das Weltklima und damit den Globus retten? Ein Volk das sich den Luxus erlaubt von königlich alimentierten, volksschädlichen Hifsschülern, Irren und Deppen regiert zu werden, kann seine Rolle als eine der führenden Industrienationen und den damit verbundenen Wohlstand abhaken.",,,,,,,,,
2401,0,"Aber lasset die Kinderlein auch weiterhin der klimaerwärmten Greta aus Büllerbü nachlaufen, damit der demnächst arbeitslose Papi zumindest am Freitag seine Ruhe hat wenn sich der vom Demonstrieren erschöpfte Nachwuchs zum Chillen auf’s Zimmer verdrückt.",,,,,,,,,,,,,
2402,0,"Denn: Es geht darum, dem aus näherungsweise 99% Vollidioten bestehenden biodeutschen Volk auch dann, wenn das was auf seinem Teller dampft im Wirklichkeit nur noch ein Kuhfladen ist, eben diesen als ‚veganes Spitzenprodukt der toitschen Wirrrtschaft‘ überzeugend darzustellen und schmackhaft zu machen.",,,,,,,,,,,
2403,0,Figuren wie Vau-Weh-Diess oder Audi-Stadler haben Millionen Autofahrer mit Betrugs-Diesel-Motoren betrogen und sie werden es auch bei den Elektro-Autos tun,,,,,,,,,,,,,,
2404,0,"Sie wird zerschlagen von der internationalen Konkurrenz und geht an ihren Betrügereien und ihrer eigenen Dummheit zugrunde. Auf dem Rücken Millionen Arbeitnehmer in der Automobilindustrie, die ihren Job für immer verlieren werden.",,,,,,,,,,,,,
2405,0,"Wie mans nimmt: ‚Das Schlimmste‘ wäre wohl, wenn diese suizidalen Massen … nicht ihren Willen bekämen, endlich aus der Evolution ausscheiden zu können.",,,,,,,,,,,,
2406,1,Diese Regierung ist wie der Führer der schickte seine Armeen sehenden Auges in den Untergang und diese Linksgrün versiffte Führerin schickt unsere Unternehmen in den Untergang.,,,,,,,,,,,,,,
2407,1,"Da werden die Arbeitsplätze der deutschen Arbeiter, die Ernährungsgrundlage für sie und ihre Familien, mit vollem rotgrünem Vorsatz zerstört und es regt sich kein Widerstand. Weder die Gewerkschaften, noch die Betriebsräte, niemand, auch die Arbeiter selbst nicht, regen sich und erheben sich gegen die geisteskranken Arschlöcher, gegen all die Verbrecher, die dieses Land absichtlich in Grund und Boden ""regieren"". Normaler Weise müsste das deutsche Volk zur Revolution antreten und dem ganzen Treiben mit Gewalt ein Ende bereiten.",,,,,,
2408,0,Vorstände äußern sich positiv über die verbrecherische Politik von Verbrecherin Angela Merkel.,,,,,,,,,,,,,,
2409,1,"So warb Zetsche, der Vorstandsvorsitzende der Daimler AG offen für den Verfassungsbruch, für die Flutung Deutschlands mit minderbemittelten, mit illegalen sog. ""Flüchtlingen"", die alle muslimische Jungmänner, aber nie Flüchtlinge waren.",,,,,,,,,
2410,0,"Abgesehen von den Abgasgrenzwerten für Stickoxydemissionen, die man nur als irr bezeichnen kann, von der Diesel-Hysterie, die von den sog. ""Grünen"", der gemeingefährlichsten Partei aufgeblasen wird, die es je auf deutschem Boden gab.",,,,,,,,,
2411,1,"Und wenn diese Heuschrecken alles abgegrast haben, ziehen sie weiter, während wir mit der verbrannten Erde zurück bleiben.",,,,,,,,,,,,
2412,0,Wir brauchen für unsere Greta eine neue Hüpfburg. Dann springt diese kleine Göre gleich auf den Mond und wir haben Ruhe vor ihr… Frage: Kommt Greta eigentlich aus Büllabü oder von einem anderen Stern ?,,,,,,,,,,,,,,
2413,0,"""Die ZEIT"" – völkischer Beobachter der Linksradikalen…. Finger weg von diesem ""Sturmgeschütz"" der deutschen Lügenpresse. Wird enden wie der SPIEGEL: im Lügensumpf….",,,,,,,,,,,,,,
2414,0,"Für ihren heutigen Vorturner Herbert Diess, Multimillionär, ist der Elektro-Schrott auf vier Rädern der einzige Rettungsanker nachdem diese angeblichen Manager Millionen Autofahrer auf der ganzen Welt belogen und betrogen haben. Herbert, macht das Licht aus in der KdF-Stadt…. Jede Wette…..wenn das der ""Führer"" wüßte….auweia…",,,,,,,,,,,
2415,1,Jährlich eine Großstadt von Individuen von denen die meisten nur zum Hand aufhalten her kommen. Wer noch nicht begriffen hat das es mit Deutschland stramm und exponentiell nach unten geht begreift es nie. Und das sind leider etwa 75% der ethnischen Bevölkerung.,,,,,,,,,,,,,,
2416,1,"also aber, was tun? Die proppevollen Schlauchboote übern Rhein schubsen zum Franzosen oder Strassenschilder/Ortsschilder auf links drehen (zum Franzosen, quasi), hoho! Das wäre Sabotage, wenn nicht sogar irgendwie Sachbeschädigung, also nein (verbotäään!)..bleibt die Kreativität: -> arabische Schilder aufstellen!, mit lustigen ²Botschaften.",,,,,,,,
2417,1,Die Invasion geht weiter diesmal aber schleichend und ohne Aufsehen und der Schlafmichel bemerkt es nicht und wählt die Grüne Schleuserpartei wahscheinlich so lange bis seine Nachbarschaft wie Wedding oder Marxloh ausssieht aber dann ist es zu spät.,,,,,,,,,,,,,,
2419,0,Ich  wäre für Pictogramme mit Ziegen und Kamelen und Warnschildern vor Explosionen.,,,,,,,,,,,,,,
2420,0,"Über den Begriff ""Anti-Abschiebeindustrie"" regten sich ja unsere Sozialphantasten ordentlich auf.",,,,,,,,,,,,,,
2421,0,"Es leben deutschlandweit hunderte Anwälte, die gerade so bestanden haben und sich deswegen in einem super funktionierenden Rechtsstaat echt Sorgen machen müssten um ihre berufliche Zukunft, recht ordentlich davon, dass wiederum tausende Gelangweilte in staatlich gepamperten Organisationen denen Klienten aus Kaffnukistan zuschanzen. Die Bezahlung, welch Wunder, wird natürlich indirekt dem deutschen Leistungsträger aufgehalst. Absurdistan live eben…",,,,,,,,,
2422,0,Klienten aus Kaffnukistan,,,,,,,,,,,,,,
2423,1,Nee mit großem Rudeeboot (Galeere) von Hamburg nach Pack – ist  – tan heim paddeln.,,,,,,,,,,,,,,
2424,1,"ey, du räppst ja wie der trommelnde Neger in Asterix??",,,,,,,,,,,,,
2425,0,Wie viel Moslem-Großstädte in Deutschland verkraftet dieses Land ohne Konflikte und Bürgerkrieg mittelfritstig ? Soll Deutschland so runter gewohnt werden wie Syrien ?,,,,,,,,,,,,,,
2426,1,"Neu-Kölln in Berlin, Wedding oder der Stadtteil Duisburg-Marxloh sind erst der Anfang vom Ende Deutschlands. Merkels-Moslem-Invasion stoppt keine Macht der Welt mehr. Das dumme Gerede á la ""es-kommen-immer-weniger"" ist eine große Lüge. Es stimmt: Diese Invasion ist ""schleichend"", still und leise…. Das ist die eigentliche Gefahr. Keiner bermerkt sie zur Zeit.",,,,,,,,,,,,
2427,0,"Merkels-Moslem-Invasion stoppt keine Macht der Welt mehr. Das dumme Gerede á la ""es-kommen-immer-weniger"" ist eine große Lüge.",,,,,,,,,,,,,,
2428,1,Die Bootspartys auf dem Mittelmeer gehen fröhlich weiter…,,,,,,,,,,,,,,
2429,0,"Man kann mit einfachster Mathematik, nee, da reicht eigentlich schon einfaches Rechnen aus, um zu ermitteln, wann die Urdeutschen in der Minderheit sind und aus diesem Land ein drittes Welt Land geworden ist, denn die hier herkommen, sind tatsächlich zum größten Teil zum Arbeiten zu dumm oder zu faul. Die Einheimischen werden schweren Herzens ihre Heimat verlassen müssen, denn die werden trotz weiterhin fleißiger Arbeit mit in den Dreck gezogen. Was aus Ländern mit so einer Einstellung der Bewohner wird, zeigt uns hinreichend Afrika !",,,,,,
2430,0,"Wenn die Weichen angeblich grundsätzlich richtig gestellt wären, warum sind dann keine Fachkräft gekommen?….NUR DUMME AUSREDEN ! – Gekommen sind durch Merkel angelockte Menschen aus Läöndern mit niedrigstem Bildungsniveau und Menschen die überhaupt noch nicht einmal vorhaben hier zu arbeiten…selbst wenn sie könnten ! – Hier werden die grandiosen Fehlentscheidungen und sogar illegalen Schleppereien von Merkel wieder einmal nur unter den Tisch gekehrt, anstelle endlich einmal die 180-Grad-Wende einzuleiten !",,,,,,,,,,,,
2431,0,Gekommen sind durch Merkel angelockte Menschen aus Läöndern mit niedrigstem Bildungsniveau und Menschen die überhaupt noch nicht einmal vorhaben hier zu arbeiten…selbst wenn sie könnten !,,,,,,,,,,,,,,
2432,1,"Ihr Dummköpfe vom Altparteien-Kartell habt sie doch reingelassen ! – Euch müsste man jeden Morgen einen Eimer mit kalten Wasser ins Gesicht schütten, dass ihr zur Besinnung kommt !",,,,,,,,,,,,,
2433,0,"Dank der verfehlten Diesel-Hetze und hysterischen Klimapolitik werden nun die ""echten Fachkräfte"" jetzt bei Volkswagen, Ford und Audi zu tausenden entlassen. – Dazu kommen noch tausende Fachkräfte aus der Autozulieferindustrie. – Ein SCHÖNER ERFOLG den sich da die GROKO zusammen mit den Grünen auf die Fahnen schreiben können !",,,,,,,,,,,,,
2434,1,"Allein die Aussage ""wir müssen die aufnehmen"" ist eine Bankrotterklärung an die Souveränität eines (nicht unseren) Staates.",,,,,,,,,,,,,,
2435,1,"Solange noch verrueckte Deutsche und auslaendische EU Arbeiter in Deutschland die Finanzkasse Merkels ,Mutter Theresa von der Spree auffuellen,werden die fleissigen Kulturverbesserer und Deutschlands Nuetzlinge hineingeschleust ,mit dem Amen der Volksvertreter. Wir haben fleissige Politiker,die den lieben langen Tag nur Bloedsinn faseln,nicht in der Lage sind die Folgen zu bedenken …..,und mit so einem Zirkus weitere Weltprobleme ausloesen..",,,,,,,,
2436,1,"Solange noch verrueckte Deutsche und auslaendische EU Arbeiter in Deutschland die Finanzkasse Merkels ,Mutter Theresa von der Spree auffuellen,werden die fleissigen Kulturverbesserer und Deutschlands Nuetzlinge hineingeschleust ,mit dem Amen der Volksvertreter.",,,,,,,,,,,
2437,0,"So wie mit dem Oeko Gretel ,der Schulschwaenzerin,machen się auch im grossen Weltstil Politik.",,,,,,,,,,,,
2438,1,"Doch die Affen haben mehr Rechte auf Asyl bei uns als die  Zuwanderer,die bis jetzt kamen und uns auf der Tasche liegen. Tiere sind mehr des Lebens bedroht als diese klugen Zweibeiner von Allah gesandt  um ein Leben an der Costa Spree zu realisieren…..",,,,,,,,,,,,,
2439,0,"Aber,wenn Claudia Roth dort erscheint um zu helfen,wird się selbst zum Hilfspaket.Ungelernt ,arbeitsscheu alleine mit dem Papageienkostuem wird kein Schuh draus fuer die armen Seelen dieser Welt.",,,,,,,,,,,
2440,1,Das CDU-SPD-Regime agiert wie ein Totengräber.,,,,,,,,,,,,,,
2441,1,Allerdings die deutsche Automobilindustrie erinnert auch stark an die Mafia wenn ich so an die KdF-Manager in der KdF-Stadt Wolfsburg denke…,,,,,,,,,,,,,,
2442,1,Bringen wir doch einmal die afrikanischen Fachkräfte mit dem Klimawandel und dem Niedergang der deutschen Industrie zusammen.,,,,,,,,,,,,,,
2443,1,Und die Fachkräfte kommen freiwillig und nicht unter Zwang. Ich setze jetzt schon mal auf Aktien der Lederindustrie. Oder sind Peitschen aus Gummi?,,,,,,,,,,,,,,
2444,0,"An dieser Stelle merkt man mal wieder, dass diese Form der Asylpolitik von vorne bis hinten nicht schlüssig ist.",,,,,,,,,,,,,
2445,0,"Ja, da haben die Linken sehr wohl recht. D.h. wir müssen beim Konsum entsprechender Produkte grundsätzlich bereit sein mehr zu zahlen.",,,,,,,,,,,,,
2446,0,"In 10 Jahren haben wir hier einen muslimischen Gottesstaat. Tausende Muslime kommen weiterhin nach Deutschland. Wer glaubt, sie alle hier integrieren zu können, ist wie unsere schwachsinnigen Regierungsdarsteller entweder blind oder hirntot. Den Muslimen werden hier Zugeständnisse gemacht, von denen wir nur träumen können. Erst wenn der Muezzin vom Kölner Dom ruft, wacht der Deutsche Michel auf!",,,,,,,,,,
2447,0,"Wer glaubt, sie alle hier integrieren zu können, ist wie unsere schwachsinnigen Regierungsdarsteller entweder blind oder hirntot. Den Muslimen werden hier Zugeständnisse gemacht, von denen wir nur träumen können. Erst wenn der Muezzin vom Kölner Dom ruft, wacht der Deutsche Michel auf! Dann ist es wohl zu spät. Deutschland ade! Mir tun unsere Kinder und Enkel leid, die mit diesem Vermächtnis leben müssen!",,,,,,,,,
2448,0,Das mit den Ausweisen spiegelt genau meine Erfahrung mit unseren Goldstücken wieder.,,,,,,,,,,,,,,
2449,0,"Es ist einfach nur noch zum heulen, was in unserem Land abgeht.",,,,,,,,,,,,,
2450,1,"Bloss wenn Afrika in Europa einmarschiert wer soll die dann ernähren wenn es kaum noch deutsche Steuerzahler gibt,die sind unfähig sich selbst zu ernähren wie man es jetzt in Afrika sieht.",,,,,,,,,,,,,
2451,0,Eine Regierung mit Verstand und Charakter würde alles rückgängig machen und uns wieder eine Zukunft und Hoffnung geben. Aber mit dieser Konkursgesellschaft in den Regierungsbänken ist Hopfen und Malz verloren.,,,,,,,,,,,,,,
2452,0,"Der Moslem will doch nur feiern. Wenn die 13jährige Braut zum Imam geführt wird, kommt Freude auf.",,,,,,,,,,,,,
2453,0,"Der Moslem will doch nur feiern. Wenn die 13jährige Braut zum Imam geführt wird, kommt Freude auf. Nicht nur beim Türken, nein, das Grüne feiert zu gerne mit.",,,,,,,,,,,
2454,0,"Ist es nur Neid des ""alten weißen Mannes"" ob der PS starken Autos? Möchte dieser vielleicht auch eine 13jährige als Viertfrau an den Altar führen?",,,,,,,,,,,,,,
2455,0,Das kann sicherlich die liebliche große Vorsitzende der Scharia-Partei-Deutschlands beantworten.,,,,,,,,,,,,,,
2456,0,"Christchurch … wo Links schon Leichen lagen als erst nach Rechts geschossen, aber in göttlicher Voraussicht uns unser Adel der Geistige- & Polit – Adel uns vor den Bildern bewahrt.",,,,,,,,,,,,,
2458,1,"Immer fleißig wählen gehen, dann kann dir jede Kakerlake im Namen des Gesetzes …",,,,,,,,,,,,,
2459,0,"Bei uns gibt es edle Menschen, die nennen sich ""Integrationshelfer"".",,,,,,,,,,,,,
2460,0,"Räte, dieses Land ist vollgepackt mit irgendwelchen Obskuren Räten welche alle fordern und ihre Minderheiten in den Vordergrund spielen und die Befindlichkeiten des deutschen Volkes in den Dreck treten.",,,,,,,,,,,,,
2461,1,"Das System ist das Problem, ob Links Rechts Grün oder Blau, Das Ferkel-Syndikat mißbraucht ein bis vor 30 Jahren noch funktionierendes System!",,,,,,,,,,,,
2462,1,"Das System ist das Problem, ob Links Rechts Grün oder Blau, Das Ferkel-Syndikat mißbraucht ein bis vor 30 Jahren noch funktionierendes System! Daher, fangt mit der Kirche an. Raus aus dem Staat!",,,,,,,,,,,
2463,0,"Es ist nun offenkundig das nicht nur die ""Staatsanwälte"" sndern auch die ""Richter"" des Besatzungssystems (Gregor Gysi) weisungsgebunden sind.",,,,,,,,,,,,,,
2464,0,"Das macht er freiwillig und sehr gut , nicht wie ihr Keuchhusten den sie hier absondern,der wahrscheinlich bezahlt wird von wem das kann sich jeder denken.die Wahrheit tut weh vor allem für Hirnprothesenträger wie sie.",,,,,,,,,,,,
2466,0,"Satire oder einfach nur Humor ist nun einmal nicht jedermanns Sache, besonders nicht für jene, die jeden Scheiß, den die Eurokraten und sonstige Politblödelbarden in deutschen Parlamenten (freiwillig für Geld) verbrechen, ernst nehmen. Es ist schon mehr als nur zum Husten.",,,,,,,,,,
2468,0,"Wenn man einmal von der recht derben Ausdrucksweise von Elmi absieht, die nicht jedermanns Geschmack trifft (meinen auch nicht), spießt Elmi doch in jedem seiner moinbrifn  extrem gesellschaftsrelevante  Themen auf, die von den Mainstreammedien entweder verschwiegen oder in ihrem Sinne ideologisch zurechtgebogen werden (Propaganda, Framing oder wie immer man es nennen will).",,,,,,,,,,
2469,0,"Hänschen, wir mögen das ungeschminkte AUFDIESCHIPPENEHMEN der Verantwortlichen in diesem Freiluftirrenhaus Deutschland.",,,,,,,,,,,,,
2470,0,Und den Galgenhumor verstehen eh nur wache Köpfe! ….strengen sie sich nicht weiter an. Bei Ihnen reicht es doch maximal zum Wahlvolk der Altparteien. Glückwunsch – sie sind da in guter Schlafschafgeselldchaft.,,,,,,,,,,,,,,
2471,0,Humor hat man oder hat man nicht. Linksgedrehtes Gesindel hat ihn fast nie.,,,,,,,,,,,,,,
2472,0,"Campino. Ich kann mich entsinnen, daß ich bei einem ‚Chelsey‘-Konzert so um 1980 herum in D-dorf neben ihm Pogo getanzt habe… Und heute? Wie so oft, wenn Leute nicht loslassen können … sie werden irgendwann zu ihrer eigenen Karrikatur. Traurig…",,,,,,,,,,,,
2473,0,Keuchhusten wird wohl eher ein Fan von Böhmermann und Welke sein   welche mit ihrer primitiven Hetze wohl eher seinen Geschmack treffen.,,,,,,,,,,,,,,
2474,0,"Über Schreibstil und Ausdrucksweise kann man streiten, klar, aber wenn es einem gegen den Strich geht, dann soooo ""höflich"" und ""Ernst gemeint"" aufzuschreien, zeigt, woher sie stammen : aus den rotgrün verseuchten Einheitsbrei-Töpfen ! Was zahlen  d i e  denn so für ihre … hmmhmh … seltsamen Ergüsse ?",,,,,,,,,
2475,0,"Also ehrlich gesagt,gucke ich extra wegen Elmis Moinbrief ab und an bei compact rein,ICH finde ihn voll geil!",,,,,,,,,,,,
2476,1,:Haben sich heute ein paar Antifa-Vögel hierher verirrt?Noch alle Gretas im Thunfisch?,,,,,,,,,,,,,,
2477,1,Haben sich heute ein paar Antifa-Vögel hierher verirrt?Noch alle Gretas im Thunfisch?,,,,,,,,,,,,,,
2478,0,So was tun nur … total-geistesgestörte Politiker !,,,,,,,,,,,,,,
2479,0,"Regierung will dennoch Gefährder ins Land lassen Gleich und Gleich gesellt sich gerne! Wir werden noch viele Christchurchs sehen, denn der Genozid am deutschen Volk ist offenkundig Programm!",,,,,,,,,,,,,
2481,1,"Ferkel das abartige  la Genozida-Monster! Ekelhaft dieses Ferkel, ein eckelhaftes widerliches Trump-eltier!",,,,,,,,,,,,,
2483,0,"""Der ICE nach Berlin, planmaßige Abfahrt 12:05 h, fällt heute leider aus. Grund hierfür: ein terroristischer Anschlag auf … äh … Störungen im Betriebsablauf. Wir bitten alle Fahrgäste um Entschuldigung.""",,,,,,,,,,,,
2484,0,Wem seine Heimat nicht lieb ist und teuer … holt sich ins Land jedweden Terror …!,,,,,,,,,,,,,,
2485,1,Die größten Gefährder für dieses Land sind Merkel und ihre Banditen samt den etablierten Verbrechern die diese Politik mittragen.,,,,,,,,,,,,,,
2486,0,"Machen wir uns nichts vor: Die Benutzung der Bahn, besonders des Hochgeschwindigkeitsverkehrs, ist nicht mehr sicher. Wenn etwas bei >100km/h passiert wird es viele Tote geben und so hundsmiserabel wie die undeutsche Bahn technisch, organisatorisch und personell aufgestellt ist werden auch Rettungsarbeiten chaotisch verlaufen und das weiß auch der IS.",,,,,,,,,,,
2487,0,"Jetzt haben sie einen erwischt und 2 Millionen laufen noch frei rum und wenn auch nur ein kleiner Anteil von sagen wir 1% terroraffin ist haben wir 20000, von denen die meisten nicht auf dem Radar der Behörden sind, die auch lieber GEZ-Verweigerer, bububöse Reichsbürger und ""Meinungsverbrecher"" wegen ""Volksverhetzung"" zersetzen, verfolgen und vernichten wollen derweil Schwerverbrecher wegen abgelaufener Fristen und anderer Kumpaneitatbestände entlassen werden.",,,,,,,,,,
2489,1,Sollen doch die Gutmenschen entgleisen und zerfetzt werden wie in Eschede!,,,,,,,,,,,,,,
2490,1,"JEDER  einwandernde Orientale ist Gefährder. Unterschiede bestehen nur darin,WAS sie jeweils gefährden. Die Meisten gefährden die kulturelle Einheit und die ethnische Singularität und damit den Zusammenhalt. Die anderen gefährden einige Menschenleben.",,,,,,,,,,,,,
2491,1,"Der Preis für Merkels Multilateralsmus, oder auch Kollateralschaden genannt.",,,,,,,,,,,,,
2492,0,"Nachrichten werden hemmungslos entstellt, Journalisten werden nach ihrer Systemtreue bezahlt, nicht nach Inhalten.",,,,,,,,,,,,
2493,1,"Dass da Terroristen reinkommen, ist sein Jahren bekannt, wird aber toleriert und wir sitzen wie die Ente auf dem Feld.",,,,,,,,,,,,
2494,1,Die Presse macht vollkommen sinnbefreit mit und berichtet das 1:1 wie von der Besatzung dargestellt. Journalismus ist zu Bauernfängerei verkommen.,,,,,,,,,,,,,,
2495,0,"Praktisch sieht es so aus,daß die Betreffenden ja nicht nach Deutschland zurück wollten,wenn es mit ihrem Islamischen Staat geklappt hätte.Daran,daß es nicht klappte, hat die BRD einen hübschen Anteil, durch Waffenlieferungen und Ausbilder für IS-Feinde. Sowas kommt von sowas. Nun löffelt die Suppe aus,die ihr euch eingebrockt habt, lach.",,,,,,,
2496,0,"C(aliphate)DU und SPD „Scharia Partei Deutschland“ werden dir beim Body Surfen äh Leasen helfen und aber die Pickerl-Truppe (so nennt MSellner die österr. Polizei in seinem neuen ""Strache""-Video) jagt nicht die Slavenhändler, sondern brave patriotische heidis..pfui!",,,,,,,,,,,,,
2497,0,Die BRiD ist aber kein Rechtsstaat,,,,,,,,,,,,,,
2498,0,"Freispruch für den Iraker ??? Er wollte doch nur entsprechend seiner ""Religion"", dem Koran-Islam, ""Ungläubige"" (Suren-Koran) töten und ermordern. Das ist doch seit vier Jahren Alltag im Merkel-Kalifat…und nicht der Rede wert…",,,,,,,,,,,,
2499,1,Das ist doch seit vier Jahren Alltag im Merkel-Kalifat…und nicht der Rede wert…,,,,,,,,,,,,,,
2500,0,"Sofaklecks falls du es noch nicht bemerkt haben solltest,wir leben nicht in einem Rechtsstaat sondern einem Linksstaat und zwar in einem versifften.",,,,,,,,,,,,,
2501,0,In der Regel sind die Täter nicht unter den schon länger hier lebenden zu suchen.,,,,,,,,,,,,,,
2502,0,"Dieses Gesindel residiert im altehrwürdigen Schloss, während deutsche obdachlos auf der Straße liegen, oder keine bezahlbare Wohnung mehr finden.",,,,,,,,,,,,
2503,1,"… ist halt schwer für solche Quasimodos eine freiwillige Kopulationspartnerin zu finden. Da trifft es sich doch, wenn man aus einer „Sind-doch-nur-Frauen“ Kultur kommt, denn, das sind eben die neuen Sitten und Gebräuche, über die wir uns doch freuen sollen, oder etwa nicht!?!?",,,,,,,,,
2504,1,"Unsere Politschranzen verdrängen diese Zustände. Eine kollektive, krankhafte Realitätsverweigerung.",,,,,,,,,,,,,
2505,0,Merkel-Regime,,,,,,,,,,,,,,
2506,0,"Liebe Altweiber, spiel Angies Brave Und sei des Negers Sklave.",,,,,,,,,,,,,
2507,0,Mohammeds Frohe Botschaft: Pädophilie ist HALAL.,,,,,,,,,,,,,,
2508,0,"Im Kalifat Al-Laschet hat Innenminister Reul doch sicher schon die Anweisung gerekert, dass man in den Pressemitteilungen der Polizei die islamischen Vergewaltigungen an ungläubigen deutschen Frauen unterschlagen soll, oder?",,,,,,,,,,,,
2509,0,@ Marnix 3. März 2019 at 20:49  Pädophilie ist Grün,,,,,,,,,,,,,,
2510,1,Gutmenschen-Weiber sind doch für kostenlosen Nahverkehr.,,,,,,,,,,,,,,
2511,1,"https://www.focus.de/politik/deutschland/bei-rosenmontagszug-staatsschutz-eingeschaltet-fussball-ultras-rufen-zu-attacken-gegen-nrw-minister-auf_id_10399828.html  Ooh ooh….das hat bestimmt was mit dem pädophilen Abschaum in Lüdge zu tun, der sich wohl in höchste Kreise reinzieht!",,,,,,,,,,,,,
2512,1,"—  Obwohl, das wirklich Witzige ist: egal wie laaaange diese mit dem Phänotyp Araber, Neger, Affgane schon hier leben und töten, sie bleiben sich treu. Ob 1. Generation, ob 4. Generation (wie teilweise heute schon deutlich). Das Messer, der Penis, funktionieren wie am ersten Tag des Eindringens in die Zivilisation.",,,,,,,
2513,0,Goldstücke,,,,,,,,,,,,,,
2514,0,Diamanten,,,,,,,,,,,,,,
2515,0,"Bei den Tätern könnten es sich also auch um Chinesen, Japaner oder Koreaner handeln, die sich als Mufln oder Grabschneger verkleidet haben.",,,,,,,,,,,,
2516,0,Mufln oder Grabschneger,,,,,,,,,,,,,,
2517,0,"Schon alleine DAS sollte all den Linken Schmierfinken doch zu Denken geben und die Augen öffnen, was haben sie jahr(zehnte)lang Schmutz, Unrat und Hohn und Spott über BIRNE Kohl (Bimbes) abgesondert gerade an Karneval mit Motivwägen!",,,,,,,,,,,,
2518,1,"Es lebe die kölsche Tradition: Wir rufen Happy Rapefuckee und Fuck Fuck Hurra! Unter dreimal Kölle Ficki Ficki erscheint nach dem FickiFickiMarsch dat kölsche Dreigefickt! Die Kölner Fickilanten Garde tanzt den FickiFötchenTanz… Und im Flüchtlingsboot hält “ne Facharbeiter” seine allseits beliebte Flüchtilantenrede in perfektem arabisch mit kölschen Wurzeln… Eine Super Stimmung im Saal: Eine Rakete – An die Machete! Kommando Eins… Zwei… Drei… Und ab ist der Kopf! Die echte Muselmädchengarde 2015 e.V. präsentiert vor dem nölenden rein männlichen Publikum die diesjährige Kopflumpenparade und das Flüchtilantenpaar der Anti-Ehrengarde tanzt vollvermummt zur live geleierten 25-Ton-Musik… Auch vor der Halle haben sich Bunte Traditionen bewahrt: Zehntausende Brüder des neuen Landes trafen sich auf der ehemaligen Domplatte und zerrten alle nicht vollbedeckten Restdamen der Altbevölkerung an den Haaren bis zum Gürzenich… Da ist kölsche Motto-Party “Mer sprenge d’r Dom vun Kölle” und gesungen wird: “Auch mal Prinz fick fick in Kölle am Rhing”… Spät geht der kölsche Abend zu Ende… Unter lautem Getöse werden auf dem Heimweg diverse Kulturdenkmäler ihrer Struktur beraubt… An einer noch brennenden Konzertbühne fällt die ebenfalls brennende Riesen-Arsch-Huh-LED-Wand krachend in die vom halal destillierten Alkohol komatisierte Menge… die letzten, sich vor kurzem noch wehrenden AltkölnülüerX_I*nnen treiben leblos im Rhein langsam Richtung Düsseldorf – und auch sonst kehrt Ruhe ein… Von weit weg dröhnt lallend ein merkwürdiges Gejaule aus den Druckkammerlautsprechern des in Kölnülü allgemein gut angenommenen 18. Großtempels der letzten und einzigen verbleibenden Staats“religion“… Alkohol im Dienst sollte verboten werden!",,,,,,,,,,,,,
2519,0,"War heute mal in Koblenz, bin am Rhein Richtung Moselmündung gelaufen, wenig Deutsche, dafür viele mit Asylbetrügerhintergrund und Kinderwagen, das schöne Rheintal ist verloren:-((  p-town",,,,,,,,,,
2520,1,"Die Zeiten sind vorbei, heute hilft  nur noch Klick Bumm,Klick Bumm,Klick Bumm.",,,,,,,,,,,
2521,0,MEHR-Kill,,,,,,,,,,,,,,
2522,0,iSS-Lahm,,,,,,,,,,,,,,
2523,1,"Es kotzt mich an … aber mir ist es langsam egal, wenn deutsche Weiber vergewaltigt sexuell angemacht , geschlagen , gedemütigt oder gar ermordet werden ! Denn von dieser femininen Seite hört man regelmässig “ Nazi, Rechts, Populisten usw .“ Zudem haben diese Opfer es einer Frau zu verdanken und den linksgrünen Kommunisten ! Solange diese Opfer nicht die AfD wählen, ollen Sie sich doch für Ihr Multikulti opfern … !!",,,,,,,,
2524,1,Ich wünsche allen Narren und Närrinnen einen sexuell bereicherten Karneval. Auf ein fröhliches grabschen.,,,,,,,,,,,,,,
2525,1,Invasoren,,,,,,,,,,,,,,
2526,0,"Bei immernoch 60 Mio. indigenen Deutschen, wovon die meisten erwachsen sind, gibt es viele Mio. Frauen, die sich nicht mit Invasoren einlassen.",,,,,,,,,,,
2527,1,Denn die Watschelente und ihre Gurkentruppe haben die Digitalisierung verschlafen.,,,,,,,,,,,,,,
2528,1,"Doitscheland nimmt sehr zur Freude Merkels letztlich alle auf!  Hauptsache, sie sind Asylbetrüger!",,,,,,,,,,,,,
2529,1,.  1.) Wieso werden Deutschlands Sozial-Touristen nicht sofort in ihre Herkunftsländer  2.) zurückgeschickt (in sichere Landesregionen) ?,,,,,,,,,,,,,,
